info,info_values,time,temp_air,ghi,dni,dhi,lwr_u,wind_speed,rh,sp
,,2022-02-21 15:00:00,22.32,957.55,957.88,101.55,320.8,3.45,40.7,97842.0
,,2022-02-21 16:00:00,21.61,831.85,920.2,85.6,319.2,3.93,44.85,97862.0
,,2022-02-21 17:00:00,20.86,606.7,777.65,78.0,312.0,3.72,47.2,97842.0
,,2022-02-21 18:00:00,20.08,401.3,635.47,77.65,311.4,3.52,50.0,97823.0
,,2022-02-21 19:00:00,19.32,165.0,373.76,48.8,304.6,3.17,52.9,97794.0
,,2022-02-21 20:00:00,17.94,12.45,61.64,6.4,300.8,2.41,58.5,97804.0
,,2022-02-21 21:00:00,16.37,0.0,0.0,0.0,296.6,1.79,65.8,97833.0
,,2022-02-21 22:00:00,15.62,0.0,0.0,0.0,295.4,1.52,69.6,97881.0
,,2022-02-21 23:00:00,15.17,0.0,0.0,0.0,295.6,1.45,71.45,97920.0
,,2022-02-22 00:00:00,14.72,0.0,0.0,0.0,295.4,1.45,73.15,97929.0
,,2022-02-22 01:00:00,14.17,0.0,0.0,0.0,295.2,1.52,75.2,97910.0
,,2022-02-22 02:00:00,13.64,0.0,0.0,0.0,293.2,1.66,76.95,97833.0
,,2022-02-22 03:00:00,13.23,0.0,0.0,0.0,292.2,1.79,77.55,97746.0
,,2022-02-22 04:00:00,12.35,0.0,0.0,0.0,289.2,1.72,79.75,97678.0
,,2022-02-22 05:00:00,11.96,0.0,0.0,0.0,289.0,1.79,80.6,97650.0
,,2022-02-22 06:00:00,11.67,0.0,0.0,0.0,287.8,1.86,80.9,97601.0
,,2022-02-22 07:00:00,11.5,0.0,0.0,0.0,288.2,1.93,81.0,97592.0
,,2022-02-22 08:00:00,11.6,46.55,0.0,46.55,284.6,1.79,80.6,97630.0
,,2022-02-22 09:00:00,16.57,402.3,1061.32,70.25,287.4,1.31,62.05,97669.0
,,2022-02-22 10:00:00,20.73,617.25,1028.03,91.95,295.4,1.72,45.4,97678.0
,,2022-02-22 11:00:00,23.22,812.8,1059.2,91.6,303.8,2.48,36.85,97659.0
,,2022-02-22 12:00:00,25.36,942.4,1026.6,109.8,310.8,3.03,30.4,97640.0
,,2022-02-22 13:00:00,27.16,1017.05,1028.55,99.05,317.6,3.45,25.85,97592.0
,,2022-02-22 14:00:00,28.44,1015.0,995.91,98.95,322.6,3.79,23.3,97553.0
,,2022-02-22 15:00:00,28.94,940.85,947.65,96.45,326.6,4.28,22.9,97505.0
,,2022-02-22 16:00:00,27.86,804.5,882.91,90.95,328.8,4.55,28.95,97466.0
,,2022-02-22 17:00:00,26.92,615.0,783.61,84.6,330.2,4.21,33.1,97437.0
,,2022-02-22 18:00:00,25.68,393.4,641.05,69.0,329.0,3.66,38.25,97389.0
,,2022-02-22 19:00:00,24.29,163.15,383.42,45.3,326.0,2.97,43.75,97408.0
,,2022-02-22 20:00:00,22.48,11.3,56.16,6.0,322.8,2.0,50.6,97389.0
,,2022-02-22 21:00:00,20.49,0.0,0.0,0.0,313.8,1.52,58.35,97408.0
,,2022-02-22 22:00:00,19.43,0.0,0.0,0.0,308.2,1.17,62.0,97418.0
,,2022-02-22 23:00:00,18.48,0.0,0.0,0.0,304.8,1.17,64.95,97428.0
,,2022-02-23 00:00:00,17.86,0.0,0.0,0.0,303.0,1.17,65.35,97437.0
,,2022-02-23 01:00:00,17.32,0.0,0.0,0.0,302.0,1.24,65.2,97408.0
,,2022-02-23 02:00:00,17.01,0.0,0.0,0.0,300.2,1.24,63.95,97408.0
,,2022-02-23 03:00:00,16.8,0.0,0.0,0.0,299.6,1.24,62.55,97380.0
,,2022-02-23 04:00:00,15.62,0.0,0.0,0.0,296.8,1.1,70.95,97370.0
,,2022-02-23 05:00:00,15.25,0.0,0.0,0.0,296.4,1.17,70.5,97331.0
,,2022-02-23 06:00:00,14.94,0.0,0.0,0.0,299.4,1.17,70.0,97351.0
,,2022-02-23 07:00:00,14.86,0.0,0.0,0.0,301.0,1.1,68.7,97380.0
,,2022-02-23 08:00:00,14.86,45.6,0.0,45.6,297.8,1.1,67.65,97466.0
,,2022-02-23 09:00:00,17.58,380.4,966.33,80.8,305.8,0.28,64.0,97486.0
,,2022-02-23 10:00:00,20.93,611.05,1030.33,87.3,310.0,0.69,47.6,97524.0
,,2022-02-23 11:00:00,22.95,797.8,1042.64,90.5,321.6,1.45,43.6,97534.0
,,2022-02-23 12:00:00,24.17,926.85,1025.88,97.35,326.0,2.07,42.45,97582.0
,,2022-02-23 13:00:00,24.96,994.05,1005.1,99.45,330.0,2.62,42.15,97621.0
,,2022-02-23 14:00:00,25.28,991.95,973.47,99.0,334.6,2.83,42.8,97640.0
,,2022-02-23 15:00:00,25.23,922.55,929.89,96.45,337.0,2.97,44.2,97688.0
,,2022-02-23 16:00:00,24.62,788.8,866.48,91.0,335.4,3.1,46.25,97688.0
,,2022-02-23 17:00:00,23.75,602.9,771.62,83.0,333.6,2.9,49.65,97688.0
,,2022-02-23 18:00:00,22.59,383.55,626.01,68.85,329.8,2.48,54.1,97678.0
,,2022-02-23 19:00:00,21.28,157.3,370.52,44.75,324.6,1.86,59.25,97669.0
,,2022-02-23 20:00:00,19.55,9.9,48.61,5.5,317.8,1.38,66.5,97698.0
,,2022-02-23 21:00:00,17.67,0.0,0.0,0.0,311.0,0.76,75.55,97736.0
,,2022-02-23 22:00:00,16.66,0.0,0.0,0.0,306.8,0.21,80.35,97717.0
,,2022-02-23 23:00:00,16.38,0.0,0.0,0.0,306.4,0.62,81.85,97746.0
,,2022-02-24 00:00:00,15.82,0.0,0.0,0.0,306.4,0.62,84.75,97727.0
,,2022-02-24 01:00:00,15.69,0.0,0.0,0.0,306.0,0.62,84.9,97736.0
,,2022-02-24 02:00:00,15.45,0.0,0.0,0.0,305.8,0.69,85.65,97678.0
,,2022-02-24 03:00:00,14.94,0.0,0.0,0.0,306.4,0.83,87.6,97640.0
,,2022-02-24 04:00:00,13.85,0.0,0.0,0.0,307.0,0.97,93.95,97592.0
,,2022-02-24 05:00:00,13.57,0.0,0.0,0.0,309.2,1.1,94.15,97563.0
,,2022-02-24 06:00:00,13.33,0.0,0.0,0.0,309.6,1.24,94.0,97582.0
,,2022-02-24 07:00:00,13.26,0.0,0.0,0.0,307.4,1.17,92.75,97640.0
,,2022-02-24 08:00:00,13.5,45.05,0.0,45.05,308.8,1.1,91.3,97707.0
,,2022-02-24 09:00:00,17.06,386.7,1037.71,67.9,314.4,0.76,72.95,97746.0
,,2022-02-24 10:00:00,19.51,606.95,1042.25,79.9,320.8,1.24,62.0,97756.0
,,2022-02-24 11:00:00,21.23,788.2,1033.9,89.45,330.8,1.72,56.75,97756.0
,,2022-02-24 12:00:00,22.43,913.6,1009.19,100.1,339.6,2.41,53.9,97804.0
,,2022-02-24 13:00:00,23.14,982.25,989.0,104.45,346.2,2.76,52.65,97785.0
,,2022-02-24 14:00:00,23.62,976.1,949.17,107.9,343.0,2.9,51.95,97785.0
,,2022-02-24 15:00:00,23.97,900.7,876.25,124.65,346.6,3.03,51.55,97775.0
,,2022-02-24 16:00:00,23.71,781.8,836.68,110.45,345.6,2.76,53.55,97736.0
,,2022-02-24 17:00:00,23.26,540.75,591.84,143.85,347.2,2.14,55.4,97698.0
,,2022-02-24 18:00:00,22.69,338.5,455.05,111.3,342.6,2.28,57.45,97659.0
,,2022-02-24 19:00:00,21.32,127.1,241.93,54.5,346.8,1.86,62.3,97678.0
,,2022-02-24 20:00:00,19.42,7.2,28.3,4.75,341.2,1.45,70.05,97727.0
,,2022-02-24 21:00:00,17.65,0.0,0.0,0.0,332.4,0.9,78.1,97698.0
,,2022-02-24 22:00:00,16.99,0.0,0.0,0.0,328.45,0.41,81.55,97775.0
,,2022-02-24 23:00:00,16.75,0.0,0.0,0.0,329.4,0.28,82.95,97804.0
,,2022-02-25 00:00:00,16.55,0.0,0.0,0.0,330.2,0.62,84.25,97804.0
,,2022-02-25 01:00:00,16.27,0.0,0.0,0.0,327.2,0.76,85.85,97746.0
,,2022-02-25 02:00:00,16.0,0.0,0.0,0.0,326.6,0.69,87.3,97698.0
,,2022-02-25 03:00:00,16.23,0.0,0.0,0.0,327.4,0.48,85.9,97650.0
,,2022-02-25 04:00:00,15.4,0.0,0.0,0.0,323.6,0.41,90.75,97630.0
,,2022-02-25 05:00:00,15.28,0.0,0.0,0.0,323.2,0.21,91.05,97621.0
,,2022-02-25 06:00:00,15.07,0.0,0.0,0.0,322.6,0.14,92.05,97650.0
,,2022-02-25 07:00:00,14.76,0.0,0.0,0.0,325.0,0.48,93.55,97650.0
,,2022-02-25 08:00:00,14.13,54.65,0.0,54.65,320.6,0.83,96.25,97698.0
,,2022-02-25 09:00:00,16.9,342.75,789.26,102.5,327.0,0.69,80.9,97727.0
,,2022-02-25 10:00:00,19.39,562.15,868.54,125.25,336.6,0.97,69.55,97727.0
,,2022-02-25 11:00:00,21.23,761.2,953.45,119.25,338.6,1.52,63.7,97717.0
,,2022-02-25 12:00:00,22.52,877.75,889.09,163.3,349.4,2.14,59.55,97727.0
,,2022-02-25 13:00:00,23.1,915.1,809.47,198.7,358.2,2.62,57.6,97727.0
,,2022-02-25 14:00:00,23.22,911.85,794.19,187.5,358.4,2.69,57.15,97736.0
,,2022-02-25 15:00:00,23.53,784.05,638.27,220.55,360.4,2.55,56.2,97736.0
,,2022-02-25 16:00:00,23.12,714.35,686.26,165.75,354.6,2.34,57.15,97707.0
,,2022-02-25 17:00:00,22.83,537.35,608.5,131.25,355.4,2.14,58.2,97659.0
,,2022-02-25 18:00:00,22.27,346.7,511.3,93.2,351.6,1.93,60.35,97640.0
,,2022-02-25 19:00:00,21.17,126.65,247.02,53.45,350.4,1.93,64.6,97611.0
,,2022-02-25 20:00:00,19.24,6.65,26.03,4.5,342.6,1.72,72.35,97601.0
,,2022-02-25 21:00:00,17.63,0.0,0.0,0.0,340.6,1.1,79.55,97572.0
,,2022-02-25 22:00:00,16.97,0.0,0.0,0.0,339.05,1.03,83.45,97659.0
,,2022-02-25 23:00:00,16.54,0.0,0.0,0.0,337.6,1.03,85.6,97630.0
,,2022-02-26 00:00:00,16.4,0.0,0.0,0.0,336.6,0.62,86.25,97621.0
,,2022-02-26 01:00:00,16.36,0.0,0.0,0.0,337.0,0.34,86.55,97611.0
,,2022-02-26 02:00:00,16.16,0.0,0.0,0.0,337.0,0.14,87.8,97572.0
,,2022-02-26 03:00:00,15.84,0.0,0.0,0.0,336.0,0.21,89.7,97553.0
,,2022-02-26 04:00:00,15.41,0.0,0.0,0.0,328.4,0.21,91.6,97534.0
,,2022-02-26 05:00:00,15.05,0.0,0.0,0.0,330.6,0.55,93.65,97495.0
,,2022-02-26 06:00:00,14.76,0.0,0.0,0.0,328.6,0.83,95.1,97495.0
,,2022-02-26 07:00:00,14.74,0.0,0.0,0.0,332.6,0.97,94.85,97524.0
,,2022-02-26 08:00:00,15.01,44.7,0.0,44.7,332.6,0.83,93.55,97592.0
,,2022-02-26 09:00:00,17.61,371.6,1011.65,66.5,340.6,0.83,80.6,97630.0
,,2022-02-26 10:00:00,19.57,586.1,1015.56,77.95,350.0,1.17,72.1,97621.0
,,2022-02-26 11:00:00,21.19,764.35,1011.97,85.6,356.4,1.72,66.35,97630.0
,,2022-02-26 12:00:00,22.32,887.9,991.91,93.35,360.2,2.28,62.45,97640.0
,,2022-02-26 13:00:00,23.34,956.7,966.76,103.6,366.6,2.48,58.9,97630.0
,,2022-02-26 14:00:00,24.16,968.65,963.36,92.6,370.8,2.83,56.0,97621.0
,,2022-02-26 15:00:00,24.54,853.85,778.18,169.05,370.2,2.76,54.7,97601.0
,,2022-02-26 16:00:00,24.06,698.7,670.07,165.1,377.0,2.9,55.7,97553.0
,,2022-02-26 17:00:00,23.15,520.85,577.8,137.15,372.4,2.62,58.7,97563.0
,,2022-02-26 18:00:00,22.27,322.95,450.0,101.45,369.2,2.21,61.85,97534.0
,,2022-02-26 19:00:00,20.92,123.35,240.33,53.05,361.6,1.93,66.8,97534.0
,,2022-02-26 20:00:00,19.33,6.25,20.37,4.65,363.2,1.03,73.15,97563.0
,,2022-02-26 21:00:00,18.27,0.0,0.0,0.0,351.4,0.83,77.95,97543.0
,,2022-02-26 22:00:00,17.44,0.0,0.0,0.0,346.45,0.76,81.55,97582.0
,,2022-02-26 23:00:00,16.89,0.0,0.0,0.0,343.6,0.48,84.25,97553.0
,,2022-02-27 00:00:00,16.42,0.0,0.0,0.0,340.4,0.28,86.8,97515.0
,,2022-02-27 01:00:00,16.18,0.0,0.0,0.0,342.0,0.34,88.4,97515.0
,,2022-02-27 02:00:00,16.12,0.0,0.0,0.0,346.6,0.62,88.9,97457.0
,,2022-02-27 03:00:00,16.07,0.0,0.0,0.0,343.0,0.9,89.45,97418.0
,,2022-02-27 04:00:00,15.5,0.0,0.0,0.0,335.4,0.76,92.55,97389.0
,,2022-02-27 05:00:00,15.32,0.0,0.0,0.0,335.0,0.83,93.8,97380.0
,,2022-02-27 06:00:00,15.2,0.0,0.0,0.0,337.0,0.9,94.65,97351.0
,,2022-02-27 07:00:00,15.03,0.0,0.0,0.0,336.6,0.9,96.0,97399.0
,,2022-02-27 08:00:00,15.07,46.85,0.0,46.85,340.6,0.76,96.15,97466.0
,,2022-02-27 09:00:00,16.84,353.15,906.52,82.3,345.2,1.1,86.2,97476.0
,,2022-02-27 10:00:00,18.83,562.6,931.69,98.9,350.6,1.59,77.15,97515.0
,,2022-02-27 11:00:00,20.55,732.15,957.97,92.1,360.8,2.21,70.75,97524.0
,,2022-02-27 12:00:00,22.16,888.85,999.68,90.65,374.8,2.76,64.6,97543.0
,,2022-02-27 13:00:00,23.56,942.6,943.06,112.9,370.4,3.31,58.45,97582.0
,,2022-02-27 14:00:00,23.96,941.65,894.2,130.95,372.8,3.31,56.7,97582.0
,,2022-02-27 15:00:00,24.24,827.7,743.95,175.2,378.8,3.52,55.05,97563.0
,,2022-02-27 16:00:00,23.88,719.6,740.99,131.85,376.0,3.31,55.35,97543.0
,,2022-02-27 17:00:00,23.5,548.65,674.45,103.05,366.0,3.1,56.05,97495.0
,,2022-02-27 18:00:00,22.38,312.6,475.45,80.3,367.4,2.48,59.7,97505.0
,,2022-02-27 19:00:00,20.67,127.85,303.0,40.4,358.4,2.48,65.4,97447.0
,,2022-02-27 20:00:00,18.69,5.8,26.21,3.85,350.4,1.59,72.8,97495.0
,,2022-02-27 21:00:00,17.46,0.0,0.0,0.0,344.8,0.76,78.1,97495.0
,,2022-02-27 22:00:00,17.04,0.0,0.0,0.0,349.45,0.83,80.55,97505.0
,,2022-02-27 23:00:00,16.52,0.0,0.0,0.0,347.8,0.48,83.1,97524.0
,,2022-02-28 00:00:00,16.3,0.0,0.0,0.0,346.6,0.21,84.3,97495.0
,,2022-02-28 01:00:00,16.01,0.0,0.0,0.0,344.6,0.69,85.95,97505.0
,,2022-02-28 02:00:00,15.74,0.0,0.0,0.0,348.8,0.55,87.6,97486.0
,,2022-02-28 03:00:00,15.52,0.0,0.0,0.0,347.8,0.41,89.0,97466.0
,,2022-02-28 04:00:00,15.41,0.0,0.0,0.0,347.6,0.21,89.05,97437.0
,,2022-02-28 05:00:00,15.44,0.0,0.0,0.0,352.4,0.07,89.1,97418.0
,,2022-02-28 06:00:00,15.68,0.0,0.0,0.0,358.4,0.48,87.85,97399.0
,,2022-02-28 07:00:00,15.96,0.0,0.0,0.0,360.6,0.69,86.25,97486.0
,,2022-02-28 08:00:00,16.18,75.15,0.0,75.15,357.0,0.76,85.3,97534.0
,,2022-02-28 09:00:00,17.38,264.45,394.79,147.6,360.0,0.9,79.85,97572.0
,,2022-02-28 10:00:00,18.99,467.2,536.84,201.45,362.2,1.45,73.75,97611.0
,,2022-02-28 11:00:00,20.63,599.6,562.87,225.0,364.4,2.07,68.35,97659.0
,,2022-02-28 12:00:00,22.02,645.4,553.75,204.7,368.2,2.55,63.85,97698.0
,,2022-02-28 13:00:00,24.47,831.2,688.1,227.65,380.66,3.31,52.84,97717.0
,,2022-02-28 14:00:00,23.68,829.2,683.44,211.5,375.41,3.1,55.71,97678.0
,,2022-02-28 15:00:00,22.9,823.75,722.35,192.35,370.16,2.9,58.59,97659.0
,,2022-02-28 16:00:00,22.11,640.0,600.58,165.55,364.91,2.69,61.46,97640.0
,,2022-02-28 17:00:00,21.33,483.55,557.11,117.4,359.66,2.49,64.33,97630.0
,,2022-02-28 18:00:00,20.55,308.4,402.17,113.4,354.41,2.28,67.2,97650.0
,,2022-02-28 19:00:00,19.76,110.85,202.35,53.25,349.15,2.08,70.08,97572.0
,,2022-02-28 20:00:00,18.98,4.75,15.66,3.65,343.9,1.87,72.95,97630.0
,,2022-02-28 21:00:00,18.19,0.0,0.0,0.0,338.65,1.66,75.82,97939.0
,,2022-02-28 22:00:00,17.41,0.0,0.0,0.0,333.4,1.46,78.69,97987.0
,,2022-02-28 23:00:00,16.63,0.0,0.0,0.0,328.15,1.25,81.57,97958.0
,,2022-03-01 00:00:00,15.84,0.0,0.0,0.0,322.9,1.05,84.44,97939.0
,,2022-03-01 01:00:00,15.06,0.0,0.0,0.0,317.65,0.84,87.31,97977.0
,,2022-03-01 02:00:00,14.28,0.0,0.0,0.0,312.4,0.64,90.18,97939.0
,,2022-03-01 03:00:00,13.49,0.0,0.0,0.0,307.15,0.43,93.06,97900.0
,,2022-03-01 04:00:00,12.71,0.0,0.0,0.0,301.9,0.23,95.93,97852.0
,,2022-03-01 05:00:00,13.75,0.0,0.0,0.0,311.4,0.83,94.3,97842.0
,,2022-03-01 06:00:00,13.61,0.0,0.0,0.0,308.8,0.9,94.05,97833.0
,,2022-03-01 07:00:00,13.34,0.0,0.0,0.0,310.8,0.97,94.6,97862.0
,,2022-03-01 08:00:00,13.17,49.7,0.0,49.7,319.6,0.97,96.2,97929.0
,,2022-03-01 09:00:00,16.84,340.05,823.2,98.7,318.2,0.41,80.9,97977.0
,,2022-03-01 10:00:00,19.98,561.9,917.04,110.4,321.6,0.55,67.7,97987.0
,,2022-03-01 11:00:00,22.22,747.15,924.88,134.05,331.8,1.38,58.7,98016.0
,,2022-03-01 12:00:00,23.65,845.3,833.83,183.9,342.0,2.0,53.5,97987.0
,,2022-03-01 13:00:00,24.43,880.45,771.38,205.95,350.4,2.48,51.65,97977.0
,,2022-03-01 14:00:00,24.77,919.9,817.3,183.55,354.2,2.83,51.6,97929.0
,,2022-03-01 15:00:00,24.94,816.95,726.37,184.25,356.4,2.9,52.45,97900.0
,,2022-03-01 16:00:00,25.48,710.9,704.39,156.75,354.2,2.62,48.7,97842.0
,,2022-03-01 17:00:00,24.73,519.8,596.98,129.55,355.4,2.55,52.35,97842.0
,,2022-03-01 18:00:00,23.39,338.05,514.04,90.75,351.6,2.34,58.0,97842.0
,,2022-03-01 19:00:00,21.64,119.9,249.26,49.95,343.2,2.0,65.6,97833.0
,,2022-03-01 20:00:00,19.69,4.25,16.67,3.15,341.8,1.52,74.4,97871.0
,,2022-03-01 21:00:00,17.9,0.0,0.0,0.0,333.8,1.24,83.0,97920.0
,,2022-03-01 22:00:00,16.88,0.0,0.0,0.0,329.05,0.9,88.45,97968.0
,,2022-03-01 23:00:00,16.32,0.0,0.0,0.0,325.2,0.62,91.7,97948.0
,,2022-03-02 00:00:00,16.04,0.0,0.0,0.0,324.2,0.55,93.35,97929.0
,,2022-03-02 01:00:00,15.89,0.0,0.0,0.0,332.0,0.62,94.3,97929.0
,,2022-03-02 02:00:00,15.54,0.0,0.0,0.0,323.4,0.69,96.3,97910.0
,,2022-03-02 03:00:00,15.3,0.0,0.0,0.0,317.6,0.69,96.35,97852.0
,,2022-03-02 04:00:00,14.4,0.0,0.0,0.0,324.0,0.76,99.35,97804.0
,,2022-03-02 05:00:00,13.97,0.0,0.0,0.0,322.6,0.83,99.65,97746.0
,,2022-03-02 06:00:00,13.82,0.0,0.0,0.0,336.2,0.83,99.3,97746.0
,,2022-03-02 07:00:00,13.76,0.0,0.0,0.0,341.8,0.83,99.0,97813.0
,,2022-03-02 08:00:00,14.24,66.95,0.0,66.95,347.4,0.83,96.15,97900.0
,,2022-03-02 09:00:00,15.76,297.5,652.73,107.95,352.4,0.62,89.75,97958.0
,,2022-03-02 10:00:00,18.67,542.55,858.96,121.95,341.0,0.9,73.6,97987.0
,,2022-03-02 11:00:00,21.12,740.8,946.53,115.85,335.8,1.45,63.2,97958.0
,,2022-03-02 12:00:00,22.71,849.0,889.27,146.0,345.8,2.21,57.55,97939.0
,,2022-03-02 13:00:00,23.6,873.2,761.95,209.05,351.2,2.69,54.6,97891.0
,,2022-03-02 14:00:00,23.92,872.35,760.27,189.6,356.6,2.76,53.85,97871.0
,,2022-03-02 15:00:00,24.08,838.0,761.29,177.25,355.6,2.83,53.65,97823.0
,,2022-03-02 16:00:00,24.86,712.75,751.5,124.05,358.0,3.03,50.55,97804.0
,,2022-03-02 17:00:00,23.73,532.45,637.59,117.95,355.0,3.24,54.85,97785.0
,,2022-03-02 18:00:00,22.05,331.15,531.91,77.3,348.4,3.03,61.1,97804.0
,,2022-03-02 19:00:00,20.11,120.1,286.94,40.75,339.8,2.34,68.5,97746.0
,,2022-03-02 20:00:00,18.23,3.65,18.64,2.5,331.2,1.93,76.25,97785.0
,,2022-03-02 21:00:00,16.62,0.0,0.0,0.0,324.6,1.45,83.7,97785.0
,,2022-03-02 22:00:00,15.74,0.0,0.0,0.0,322.45,0.97,87.35,97823.0
,,2022-03-02 23:00:00,15.31,0.0,0.0,0.0,323.4,0.69,89.65,97823.0
,,2022-03-03 00:00:00,14.98,0.0,0.0,0.0,321.6,0.55,91.55,97833.0
,,2022-03-03 01:00:00,14.72,0.0,0.0,0.0,319.0,0.48,93.1,97813.0
,,2022-03-03 02:00:00,14.6,0.0,0.0,0.0,324.8,0.55,93.7,97794.0
,,2022-03-03 03:00:00,14.21,0.0,0.0,0.0,316.6,0.62,96.0,97727.0
,,2022-03-03 04:00:00,13.73,0.0,0.0,0.0,335.0,0.41,98.5,97688.0
,,2022-03-03 05:00:00,13.56,0.0,0.0,0.0,342.2,0.48,98.4,97678.0
,,2022-03-03 06:00:00,13.45,0.0,0.0,0.0,347.4,0.48,97.9,97669.0
,,2022-03-03 07:00:00,13.39,0.0,0.0,0.0,337.2,0.41,97.9,97736.0
,,2022-03-03 08:00:00,13.34,58.2,0.0,58.2,348.6,0.07,97.6,97804.0
,,2022-03-03 09:00:00,14.65,292.05,589.33,122.55,351.0,0.55,88.95,97900.0
,,2022-03-03 10:00:00,16.67,487.35,708.77,142.2,330.8,1.17,74.95,97939.0
,,2022-03-03 11:00:00,18.59,668.45,796.55,144.65,342.4,1.66,66.2,97958.0
,,2022-03-03 12:00:00,20.24,833.65,857.16,158.35,344.6,2.07,60.5,97939.0
,,2022-03-03 13:00:00,21.45,920.05,900.06,138.05,350.8,2.62,56.9,97968.0
,,2022-03-03 14:00:00,22.17,928.5,898.92,123.9,353.8,2.97,54.75,97910.0
,,2022-03-03 15:00:00,22.43,869.95,874.93,113.35,350.0,2.97,53.95,97881.0
,,2022-03-03 16:00:00,22.89,739.15,816.59,102.25,346.4,2.69,52.8,97852.0
,,2022-03-03 17:00:00,22.59,544.05,681.97,103.2,347.0,2.97,54.15,97804.0
,,2022-03-03 18:00:00,21.25,335.6,548.15,76.15,342.0,3.1,58.85,97833.0
,,2022-03-03 19:00:00,19.18,123.85,317.75,37.3,336.0,2.9,66.65,97746.0
,,2022-03-03 20:00:00,17.09,3.35,18.31,2.3,328.2,2.28,75.45,97785.0
,,2022-03-03 21:00:00,15.63,0.0,0.0,0.0,319.0,1.79,82.4,97833.0
,,2022-03-03 22:00:00,15.12,0.0,0.0,0.0,323.45,1.45,84.85,97929.0
,,2022-03-03 23:00:00,14.68,0.0,0.0,0.0,316.0,1.31,86.9,97929.0
,,2022-03-04 00:00:00,14.38,0.0,0.0,0.0,316.0,1.17,88.05,97920.0
,,2022-03-04 01:00:00,14.13,0.0,0.0,0.0,312.8,0.97,88.95,97891.0
,,2022-03-04 02:00:00,13.87,0.0,0.0,0.0,312.2,0.9,90.15,97842.0
,,2022-03-04 03:00:00,13.49,0.0,0.0,0.0,310.4,0.76,92.2,97804.0
,,2022-03-04 04:00:00,13.21,0.0,0.0,0.0,304.8,0.55,92.3,97746.0
,,2022-03-04 05:00:00,13.14,0.0,0.0,0.0,306.4,0.55,92.0,97727.0
,,2022-03-04 06:00:00,12.95,0.0,0.0,0.0,304.8,0.62,92.2,97717.0
,,2022-03-04 07:00:00,12.62,0.0,0.0,0.0,303.2,0.83,92.85,97804.0
,,2022-03-04 08:00:00,12.26,47.53,0.0,47.53,303.4,0.9,93.95,97881.0
,,2022-03-04 09:00:00,14.93,348.8,954.59,76.9,306.2,0.83,77.4,97881.0
,,2022-03-04 10:00:00,17.72,573.85,1010.59,84.45,310.8,1.1,65.25,97910.0
,,2022-03-04 11:00:00,20.09,757.75,1019.23,90.25,321.6,1.79,58.4,97900.0
,,2022-03-04 12:00:00,22.08,887.85,1009.05,95.65,328.8,2.34,53.0,97891.0
,,2022-03-04 13:00:00,23.68,954.55,988.93,98.15,334.4,2.9,48.5,97823.0
,,2022-03-04 14:00:00,24.78,952.2,957.9,97.7,339.8,3.38,45.3,97765.0
,,2022-03-04 15:00:00,25.22,880.95,912.86,94.5,342.8,3.72,44.05,97688.0
,,2022-03-04 16:00:00,26.13,747.2,848.13,88.65,343.6,3.52,40.4,97669.0
,,2022-03-04 17:00:00,25.82,561.25,749.49,79.55,344.2,3.79,41.7,97611.0
,,2022-03-04 18:00:00,24.35,341.85,589.88,65.0,342.0,3.72,46.3,97640.0
,,2022-03-04 19:00:00,22.39,121.0,311.74,37.4,336.0,2.97,53.25,97601.0
,,2022-03-04 20:00:00,20.46,2.8,16.06,1.95,329.2,1.86,61.15,97601.0
,,2022-03-04 21:00:00,18.99,0.0,0.0,0.0,321.0,1.24,67.85,97678.0
,,2022-03-04 22:00:00,18.51,0.0,0.0,0.0,318.05,0.97,71.15,97736.0
,,2022-03-04 23:00:00,17.81,0.0,0.0,0.0,316.6,0.97,74.25,97727.0
,,2022-03-05 00:00:00,17.26,0.0,0.0,0.0,315.8,1.03,76.35,97736.0
,,2022-03-05 01:00:00,16.79,0.0,0.0,0.0,313.6,1.17,77.65,97698.0
,,2022-03-05 02:00:00,16.26,0.0,0.0,0.0,312.4,1.31,78.9,97659.0
,,2022-03-05 03:00:00,15.85,0.0,0.0,0.0,310.4,1.38,79.65,97592.0
,,2022-03-05 04:00:00,15.06,0.0,0.0,0.0,308.2,1.31,84.15,97563.0
,,2022-03-05 05:00:00,14.58,0.0,0.0,0.0,307.6,1.38,85.5,97505.0
,,2022-03-05 06:00:00,14.17,0.0,0.0,0.0,306.4,1.38,86.55,97505.0
,,2022-03-05 07:00:00,13.73,0.0,0.0,0.0,307.6,1.45,88.1,97534.0
,,2022-03-05 08:00:00,13.83,51.96,0.0,51.96,312.2,1.31,87.35,97572.0
,,2022-03-05 09:00:00,17.39,359.0,1037.18,66.45,313.2,0.48,72.6,97592.0
,,2022-03-05 10:00:00,21.25,574.7,1021.45,82.8,319.4,0.76,54.7,97611.0
,,2022-03-05 11:00:00,23.48,758.35,1020.62,92.7,328.4,1.45,47.8,97650.0
,,2022-03-05 12:00:00,25.0,890.75,1017.03,95.1,334.8,2.07,43.6,97611.0
,,2022-03-05 13:00:00,25.84,958.45,998.45,96.7,340.4,2.76,41.3,97582.0
,,2022-03-05 14:00:00,26.02,954.45,961.33,99.85,342.8,3.17,41.0,97515.0
,,2022-03-05 15:00:00,25.91,885.2,922.66,93.35,343.6,3.24,41.15,97476.0
,,2022-03-05 16:00:00,26.4,749.0,855.51,87.75,344.4,3.45,41.3,97505.0
